"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
8.25342968515352e-12,0.820589574083916,0.736,0.444,1.13187534702195e-07,"5","NDUFA13"
1.02762687759758e-11,0.684840937251052,0.434,0.177,1.40928749993732e-07,"5","ACTR2"
1.08038505836908e-11,0.583489977268034,0.673,0.334,1.48164006904736e-07,"5","PRDX5"
1.09347223641576e-11,0.937738884271064,0.478,0.209,1.49958782502058e-07,"5","CD97"
1.10144600534769e-11,0.65042856796829,0.509,0.225,1.51052305173383e-07,"5","CTSD"
1.11282452001495e-11,0.702709767648674,0.44,0.185,1.5261275467485e-07,"5","TGFB1"
1.16967595302301e-11,0.956347592227969,0.34,0.129,1.60409360197575e-07,"5","PTPN18"
1.17788238830969e-11,0.95329132890097,0.283,0.098,1.61534790732791e-07,"5","POLR3K"
1.33775718912816e-11,0.440303412783896,0.969,0.824,1.83460020917036e-07,"5","SLC25A6"
1.67109428927776e-11,0.624390140977493,0.629,0.308,2.29173870831553e-07,"5","EVI2B"
1.82772740639739e-11,0.958484682785208,0.289,0.103,2.50654536513337e-07,"5","UBE2J1"
2.24218993397354e-11,0.93444950182571,0.459,0.209,3.07493927545132e-07,"5","LAPTM4A"
3.37842787811835e-11,0.699212449306199,0.472,0.205,4.6331759920515e-07,"5","WAS"
3.40334530552997e-11,0.821726955334596,0.327,0.121,4.6673477520038e-07,"5","ETFA"
3.41482829116567e-11,1.03024869347828,0.252,0.083,4.6830955185046e-07,"5","ACO2"
3.5287805547132e-11,0.664831371364965,0.629,0.305,4.83936965273369e-07,"5","ATP5J2"
3.57888581528714e-11,1.03943939518748,0.252,0.083,4.90808400708478e-07,"5","TNFRSF1A"
3.69436783946099e-11,0.915708704358074,0.277,0.095,5.06645605503681e-07,"5","PFKL"
3.89954783015354e-11,0.890991804827125,0.34,0.13,5.34783989427256e-07,"5","PSMA4"
3.99827467633459e-11,0.674475940557267,0.472,0.208,5.48323389112526e-07,"5","LAMTOR2"
4.10322597286872e-11,1.01783720370246,0.302,0.111,5.62716409919216e-07,"5","DEDD2"
4.28816672266809e-11,0.91605604705528,0.34,0.132,5.88079184346701e-07,"5","GNAI3"
4.63424649597702e-11,0.830633701285764,0.358,0.14,6.35540564458289e-07,"5","PARVG"
6.80325667305792e-11,1.19520635003411,0.296,0.107,9.32998620143163e-07,"5","MLX"
6.89931187107319e-11,0.747794088866409,0.283,0.1,9.46171629998977e-07,"5","TXNDC17"
7.04817199975386e-11,0.868915739434799,0.447,0.199,9.66586308046244e-07,"5","VDAC1"
7.2791009260607e-11,0.882355753598641,0.39,0.163,9.98255900999964e-07,"5","SPG21"
1.09542977410311e-10,0.374619924978225,0.95,0.683,1.50227239220501e-06,"5","CD48"
1.18152912375311e-10,1.06308742981793,0.296,0.111,1.62034904031502e-06,"5","PKN1"
1.2177132477988e-10,1.07298355915304,0.415,0.179,1.66997194803127e-06,"5","PPT1"
1.24459550276481e-10,0.84757666187213,0.308,0.115,1.70683827249166e-06,"5","RTN3"
1.29153593058326e-10,0.650879971574412,0.503,0.225,1.77121237520189e-06,"5","DBNL"
1.6958902116903e-10,0.652479922206958,0.83,0.535,2.32574383631208e-06,"5","BRK1"
1.80721863328965e-10,0.544478944684415,0.811,0.482,2.47841963369343e-06,"5","ARL6IP4"
1.83977812612478e-10,0.518940377431441,0.635,0.337,2.52307172216753e-06,"5","COX5A"
1.90117732029635e-10,0.520668214747102,0.547,0.262,2.60727457705441e-06,"5","CNPY3"
1.9101698991891e-10,0.618081700496318,0.308,0.112,2.61960699974794e-06,"5","ARPC1A"
2.02228309724428e-10,0.606647451821777,0.648,0.345,2.77335903956081e-06,"5","RAP1B"
2.02748424852682e-10,1.53168548380733,0.396,0.17,2.78049189842967e-06,"5","IDH2"
2.0282888856408e-10,0.556564536455284,0.604,0.291,2.7815953777678e-06,"5","C20orf24"
2.20272641823409e-10,0.749199099817426,0.396,0.168,3.02081900996623e-06,"5","C7orf73"
2.29630714986808e-10,0.489616129791893,0.421,0.176,3.14915562532908e-06,"5","RILPL2"
2.64161360265804e-10,0.981877575666413,0.289,0.108,3.62270889468523e-06,"5","GNB1"
2.78747871038846e-10,0.394696408410266,0.66,0.322,3.82274830342673e-06,"5","CSNK2B"
2.92963953980837e-10,1.08054149385456,0.415,0.178,4.01770766489319e-06,"5","ATP1A1"
2.98213151406784e-10,0.4755394117899,0.95,0.801,4.08969515839264e-06,"5","PPDPF"
3.15978690211906e-10,0.874565191311634,0.27,0.097,4.33333175756608e-06,"5","IL10RB"
3.32689985394039e-10,1.01051174305307,0.258,0.092,4.56251045969384e-06,"5","MRPL27"
3.65655902560464e-10,0.367709380186014,0.472,0.209,5.01460504771421e-06,"5","CEBPD"
4.30064071221425e-10,0.726412744691872,0.679,0.368,5.89789867273062e-06,"5","HCLS1"
4.69097780810149e-10,0.474458032280487,0.679,0.353,6.43320696603038e-06,"5","ATP6V1F"
5.2303459573103e-10,0.732471528758738,0.302,0.114,7.17289644585534e-06,"5","MTHFS"
5.70024486900214e-10,1.41129788548672,0.472,0.228,7.81731581334954e-06,"5","RTN4"
5.99310792962417e-10,0.770157587060512,0.384,0.163,8.21894821468658e-06,"5","ERP44"
6.6053128329064e-10,0.594676487736451,0.428,0.185,9.05852601904784e-06,"5","IDH3G"
7.44791984662219e-10,1.26946242224042,0.333,0.134,1.02140772776577e-05,"5","PMVK"
8.15480418528443e-10,0.712011553624467,0.365,0.148,1.11834984596991e-05,"5","C7orf50"
8.31311117839787e-10,0.53883320328546,0.755,0.468,1.14006006700548e-05,"5","PRR13"
9.30338499225096e-10,0.847406105823066,0.509,0.247,1.2758662178373e-05,"5","WDR1"
1.00939938532573e-09,0.849653105826374,0.358,0.154,1.3842903170357e-05,"5","SHKBP1"
1.09400557436119e-09,0.781507124109438,0.302,0.116,1.50031924467894e-05,"5","TMEM134"
1.23680382511178e-09,0.664221305294786,0.56,0.275,1.69615276575829e-05,"5","CLTA"
1.33007939588752e-09,0.581917472119642,0.453,0.207,1.82407088352015e-05,"5","FMNL1"
1.46954488455109e-09,0.802232699708297,0.528,0.266,2.01533385467336e-05,"5","ABRACL"
1.47733686644472e-09,1.65374152666497,0.302,0.12,2.02601977864229e-05,"5","GCA"
1.58874389166246e-09,0.481825869714013,0.358,0.149,2.1788033730259e-05,"5","SMAP2"
1.73224623915799e-09,0.702409230857233,0.283,0.106,2.37560249238127e-05,"5","SLIRP"
1.75555579323795e-09,0.457527208438236,0.327,0.132,2.40756921484652e-05,"5","NCOA4"
1.77245612041656e-09,0.85138246177702,0.302,0.12,2.43074632353927e-05,"5","MTPN"
1.78541902016687e-09,0.574153704239285,0.969,0.907,2.44852364425684e-05,"5","MT-CO2"
1.82857844233866e-09,0.67258990170885,0.453,0.211,2.50771247582324e-05,"5","EIF6"
2.21882243635158e-09,0.506255405346627,0.579,0.3,3.04289308921256e-05,"5","CASP4"
2.22757967252799e-09,0.668115266427944,0.478,0.221,3.05490276290489e-05,"5","PGAM1"
2.79834953596515e-09,1.18901563833519,0.258,0.098,3.83765655362261e-05,"5","MIDN"
2.92217499893372e-09,0.821516350862482,0.27,0.102,4.00747079353771e-05,"5","PLIN2"
3.16173428945356e-09,0.637382182792103,0.453,0.207,4.33600240455661e-05,"5","TNFRSF14"
3.23916608865618e-09,1.02732184456617,0.553,0.289,4.44219237398309e-05,"5","PRDX1"
3.34107925878029e-09,0.857897270218915,0.535,0.266,4.58195609549129e-05,"5","RAB5C"
3.44257981592621e-09,1.23429780500913,0.428,0.2,4.72115395956121e-05,"5","NDUFB5"
3.4951701198419e-09,0.828330296080302,0.277,0.107,4.79327630235118e-05,"5","CD4"
3.9922253515827e-09,0.460483740071903,0.761,0.426,5.47493784716051e-05,"5","C11orf31"
4.11447291199871e-09,0.560838054795471,0.415,0.182,5.64258815151504e-05,"5","WASF2"
4.67154784444383e-09,0.956938257620033,0.258,0.098,6.40656071387027e-05,"5","MSRB1"
5.25904432593614e-09,0.771954663275138,0.314,0.13,7.21225338858882e-05,"5","PLSCR1"
5.89022110900527e-09,0.427019133936223,0.981,0.795,8.07784922888983e-05,"5","CORO1A"
6.21947061575681e-09,0.521872396695785,0.252,0.092,8.52938200244889e-05,"5","CTNNBL1"
6.40671972125244e-09,0.615640566857542,0.377,0.162,8.78617542572559e-05,"5","PSMC3"
6.42882194604134e-09,1.26148068395385,0.365,0.161,8.81648641680109e-05,"5","ZNHIT3"
6.46162483039961e-09,1.03038388059138,0.264,0.101,8.86147229241003e-05,"5","TIMM8B"
7.66321530458522e-09,0.546161358109159,0.264,0.1,0.000105093334687082,"5","TMEM141"
9.5305538899568e-09,0.543259569865818,0.333,0.14,0.000130702016046868,"5","CTSA"
1.01829479677274e-08,0.707692105273679,0.711,0.414,0.000139648948429413,"5","ATP5G3"
1.07780851260051e-08,0.590550140852423,0.572,0.294,0.000147810659418034,"5","ATP5C1"
1.13476170281302e-08,0.589072792199794,0.428,0.198,0.000155621219923777,"5","LSM10"
1.23456227524832e-08,0.631915487746379,0.352,0.152,0.000169307870427555,"5","ZFAND6"
1.32212815674863e-08,0.476624964033182,0.755,0.463,0.000181316655416507,"5","COX6A1"
1.36601276077693e-08,0.522629413576596,0.616,0.329,0.000187334990012948,"5","WDR83OS"
1.62726720507234e-08,0.683966637032182,0.321,0.136,0.00022316342450362,"5","STX10"
1.65149033494393e-08,0.621957937995344,0.308,0.129,0.00022648538453421,"5","NDUFB3"
1.77893356413644e-08,0.598942592558957,0.264,0.105,0.000243962948985671,"5","MTIF3"
1.79488060585041e-08,0.522227097896598,0.811,0.507,0.000246149926286325,"5","SLC25A3"
1.80019229404765e-08,0.524396534385534,0.358,0.155,0.000246878371205695,"5","MIR142"
1.97171843677846e-08,0.284169540842768,1,0.983,0.000270401466419798,"5","EIF1"
2.09169333106426e-08,0.286902663200647,0.352,0.154,0.000286854823422153,"5","CORO1B"
2.31606642816619e-08,0.51411756914625,0.855,0.545,0.000317625349958711,"5","PSMA7"
2.57081716538636e-08,0.653339871889946,0.39,0.178,0.000352561866061085,"5","PPCS"
2.74724056665888e-08,1.09608283972278,0.478,0.233,0.000376756571311598,"5","CCDC12"
2.8240128651621e-08,0.763674845129549,0.358,0.163,0.00038728512432833,"5","NMI"
2.90060292050136e-08,0.62427104490581,0.547,0.277,0.000397788684517556,"5","SELK"
3.13720211104396e-08,0.69718035101305,0.491,0.253,0.000430235897508569,"5","SRI"
3.37915969427892e-08,0.48446701872582,0.34,0.15,0.000463417960473411,"5","MRPL21"
3.38833825409884e-08,0.738506955990724,0.39,0.182,0.000464676708167115,"5","SERPINB6"
3.546819126777e-08,0.930061270499442,0.264,0.106,0.000486410775046197,"5","ERICH1"
3.8989335026974e-08,0.585346543011148,0.541,0.267,0.000534699740559921,"5","SP110"
3.93722194262147e-08,0.877346903587887,0.277,0.116,0.000539950617211108,"5","RAB18"
4.30433422981328e-08,0.523486198144418,0.541,0.274,0.000590296396276593,"5","MRPL23"
4.37028053313506e-08,0.734272716754252,0.277,0.113,0.000599340272314142,"5","UBE2A"
4.38817190515309e-08,0.27217387312428,0.547,0.273,0.000601793895072694,"5","ARHGDIA"
4.39165016403026e-08,0.84330909331302,0.365,0.169,0.000602270903495109,"5","SSR3"
4.48060660018668e-08,1.35424852199971,0.302,0.129,0.000614470389149602,"5","PRKCB"
5.62656090872933e-08,0.419734687093452,0.585,0.324,0.000771626563023141,"5","DYNLL1"
6.26730532708494e-08,0.734488206064091,0.258,0.104,0.000859498252556429,"5","MX2"
6.6729094707646e-08,0.430639789395084,0.434,0.213,0.000915122804820657,"5","RER1"
6.7120909656647e-08,0.550669668606262,0.371,0.168,0.000920496155031257,"5","PSMB4"
6.9268464401001e-08,0.416484225364402,0.95,0.74,0.000949947720795328,"5","ATP5E"
7.53973058222823e-08,0.47605445719772,0.283,0.115,0.00103399865204678,"5","ARHGAP4"
7.57032143772065e-08,0.766273054365449,0.346,0.158,0.00103819388196901,"5","SYTL1"
7.67286629625757e-08,0.529671548687525,0.465,0.229,0.00105225688386876,"5","SAMHD1"
8.20524998760704e-08,0.515706790281164,0.384,0.172,0.00112526798330043,"5","PSMD9"
8.59870462844853e-08,0.677848967515665,0.528,0.27,0.00117922635274543,"5","PSMD4"
8.7497216236076e-08,0.509916795130421,0.535,0.272,0.00119993682346155,"5","UQCRFS1"
9.5383139302805e-08,1.36749310593817,0.283,0.122,0.00130808437239867,"5","CYTH4"
9.59666493675813e-08,1.06381347377636,0.277,0.115,0.00131608662942701,"5","STX7"
1.02466486380774e-07,0.67086905692395,0.377,0.186,0.00140522539422594,"5","YWHAH"
1.03763815338455e-07,0.491020664828741,0.365,0.166,0.00142301696355158,"5","EMC7"
1.03976148730945e-07,0.707866758021014,0.296,0.133,0.00142592890369618,"5","FAM32A"
1.13150663480062e-07,0.657251189943355,0.333,0.152,0.00155174819896557,"5","TXN2"
1.16798723057397e-07,0.74013784709719,0.277,0.117,0.00160177768800915,"5","AOAH"
1.28324538342361e-07,0.49620249038047,0.365,0.165,0.00175984271882714,"5","POLR2F"
1.30090249749196e-07,0.579902804601917,0.264,0.107,0.00178405768506047,"5","TANK"
1.32559228335491e-07,0.408447141815182,0.918,0.701,0.00181791725739292,"5","CHCHD2"
1.36242861123873e-07,0.533813677859965,0.579,0.323,0.0018684345974528,"5","SEPT9"
1.37090945310164e-07,0.394758097889043,0.541,0.288,0.00188006522398358,"5","FAM49B"
1.37787457913155e-07,0.266867995747187,0.987,0.921,0.001889617197821,"5","PFDN5"
1.50668808256228e-07,0.994822284645661,0.39,0.182,0.00206627203642592,"5","MRPL18"
1.71824056316236e-07,0.865990300513486,0.302,0.132,0.00235639510832086,"5","YWHAE"
1.75039350104389e-07,1.2979460301752,0.321,0.141,0.0024004896473316,"5","UBE2B"
1.78419258452059e-07,0.755771460311001,0.27,0.114,0.00244684171041154,"5","PDCL3"
1.80365519531439e-07,0.740308214973126,0.371,0.177,0.00247353273485415,"5","COX6A1P2"
1.82232349365654e-07,0.657053406023327,0.308,0.137,0.00249913443920057,"5","UPP1"
2.03009726954444e-07,0.563171801780499,0.654,0.384,0.00278407539545324,"5","COX7A2"
2.22643810298771e-07,0.672065645152237,0.283,0.123,0.00305333721443734,"5","RP11-347P5.1"
2.78057369954606e-07,0.415029894554352,0.371,0.169,0.00381327877155747,"5","TXNL1"
2.78777672948517e-07,0.520058825755142,0.528,0.277,0.00382315700681596,"5","PPP4C"
2.81449342604518e-07,0.466593533552236,0.333,0.15,0.00385979628447836,"5","NDUFA7.1"
2.89607956131834e-07,1.04705745202972,0.352,0.17,0.00397168351039197,"5","ADAR"
3.28753531137567e-07,0.52992075145584,0.308,0.137,0.00450852592602059,"5","CHCHD5"
3.36025305179564e-07,0.62438531620207,0.447,0.227,0.00460825103523254,"5","ICAM2"
3.45380779203568e-07,0.597632202454967,0.503,0.268,0.00473655200599773,"5","ATP5EP2"
3.69656829968573e-07,0.663822353513353,0.516,0.284,0.005069473766189,"5","ARF5"
3.80362218162084e-07,0.516804852176934,0.742,0.43,0.00521628745987483,"5","BST2"
3.82346322616172e-07,0.689479936322844,0.541,0.292,0.00524349746835818,"5","TBCB"
4.08796254377923e-07,0.747083431888899,0.302,0.138,0.00560623183253884,"5","SFT2D1"
4.47872345394109e-07,0.61821017037316,0.629,0.372,0.00614212134473481,"5","LCP1"
4.51542080897416e-07,0.471689184646085,0.403,0.2,0.00619244809742716,"5","HERPUD1"
4.55700283777727e-07,0.562564504466091,0.258,0.109,0.00624947369172774,"5","ADK"
4.5740160237769e-07,0.531651551992186,0.321,0.148,0.00627280557500764,"5","ADI1"
4.57704940395228e-07,0.64073421645557,0.296,0.131,0.00627696555258016,"5","PSENEN"
4.77682693055213e-07,0.314079541882178,0.252,0.105,0.0065509404525592,"5","GYG1"
4.87380188642962e-07,0.570070934904621,0.352,0.169,0.00668393190704958,"5","LRPAP1"
5.60291146273587e-07,0.275253594711482,0.723,0.443,0.00768383277999597,"5","PSMB8"
5.73818808755793e-07,0.422954147108068,0.597,0.333,0.00786935114327694,"5","UQCR10"
6.16610401686324e-07,1.28997760206696,0.277,0.122,0.00845619504872625,"5","NDUFB6"
6.52293751665449e-07,0.3270752000949,0.371,0.179,0.00894555651033997,"5","MYADM"
6.89613572305056e-07,0.314797656981294,0.396,0.19,0.00945736053059153,"5","CMTM7"
6.91421874042196e-07,0.614047731304831,0.296,0.132,0.00948215958061467,"5","PSMC2"
7.02792207862139e-07,0.398818521598875,0.403,0.194,0.00963809233862138,"5","MT-ND3"
7.36170648435008e-07,0.643234645465168,0.264,0.113,0.0100958442726377,"5","TADA3"
7.79892847040586e-07,0.665837620016,0.333,0.162,0.0106954505043146,"5","FIBP"
8.50954308302772e-07,0.457353587501828,0.371,0.178,0.0116699873840642,"5","MYH9"
8.84445519747899e-07,0.706484036026284,0.308,0.146,0.0121292858578227,"5","LAP3"
1.00755281072723e-06,0.584660501464819,0.289,0.132,0.0138175792463133,"5","RHEB"
1.00833379890272e-06,0.567117971159839,0.283,0.127,0.0138282897181519,"5","TMC6"
1.08626045840981e-06,0.630751329338379,0.27,0.121,0.0148969759266321,"5","NDUFC1"
1.32076701803232e-06,0.651978714010258,0.415,0.215,0.0181129988852952,"5","C1orf43"
1.33092840356851e-06,0.621278357788713,0.264,0.118,0.0182523521265385,"5","TLN1"
1.33159404101098e-06,0.951729905093222,0.27,0.12,0.0182614806784245,"5","GLUD1"
1.36926956786947e-06,0.442916945606468,0.491,0.261,0.0187781628537619,"5","ZNHIT1"
1.4686956663077e-06,0.35007289821882,0.434,0.23,0.0201416923677438,"5","RASGRP2"
1.46979902882551e-06,0.435739297563644,0.597,0.356,0.0201568238813131,"5","CRIP1"
1.49996134205358e-06,0.316983561357611,0.465,0.233,0.0205704698449228,"5","ANAPC11"
1.80617569057345e-06,0.471769158016728,0.516,0.286,0.0247698934205244,"5","GNAS"
1.82367782296003e-06,0.660206687138111,0.258,0.115,0.0250099176640739,"5","UBE2E3"
1.82614890291099e-06,0.446972180351469,0.365,0.18,0.0250438060545213,"5","CLTB"
1.96741007296921e-06,0.268600307045666,0.472,0.248,0.0269810617406998,"5","LMAN2"
2.36098498922231e-06,0.665785410628121,0.604,0.348,0.0323785481421947,"5","CALM3"
2.3968117150186e-06,0.4754010776606,0.421,0.219,0.0328698758597651,"5","NDUFS6"
2.52814235812734e-06,0.515302668324786,0.535,0.286,0.0346709442993584,"5","SELT"
2.65718676917945e-06,0.325597779888429,0.604,0.355,0.036440659352527,"5","BIN2"
3.23816593099684e-06,0.783455489952262,0.415,0.215,0.0444082075776907,"5","RNF213"
3.55335128154047e-06,0.540297458742125,0.459,0.252,0.048730659475046,"5","CHMP2A"
3.63934716912289e-06,0.605521025382628,0.34,0.168,0.0499100070773513,"5","SNRPD3"
3.64595002455351e-06,0.752748366074293,0.34,0.166,0.0500005586367268,"5","LSMD1"
3.92358070786393e-06,0.252437382723598,0.975,0.89,0.0538079858276459,"5","CD52"
3.9314604146948e-06,0.417583100046441,0.333,0.161,0.0539160481271244,"5","CAPZA1"
3.97036322089051e-06,0.685699401120252,0.308,0.147,0.0544495612112925,"5","COMT"
4.45361358732965e-06,0.462099433298287,0.491,0.269,0.0610768567366388,"5","NDUFV2"
4.49171945885548e-06,0.538906362720345,0.377,0.198,0.061599440658744,"5","MKRN1"
4.9725075047058e-06,0.554815220912416,0.497,0.28,0.0681929679195353,"5","NDUFS7"
4.98571947812113e-06,0.497751741267739,0.333,0.169,0.0683741569229531,"5","KDELR2"
5.04369296080698e-06,0.318419355741066,0.698,0.447,0.069169205264507,"5","CD44"
5.13257396159683e-06,0.302512172360926,0.736,0.437,0.0703881193093389,"5","ARF1"
5.40367268475744e-06,0.489516529003238,0.296,0.144,0.0741059671987635,"5","VIMP"
5.77070306692441e-06,0.643341390193039,0.509,0.298,0.0791394218598014,"5","OSTF1"
5.99007428437287e-06,0.419632072341695,0.667,0.407,0.0821478787358895,"5","ICAM3"
6.08532689783781e-06,0.349037510074543,0.868,0.695,0.0834541730769477,"5","ZFP36"
6.4901896885712e-06,0.417697930121364,0.258,0.117,0.0890064613890655,"5","HTATIP2"
6.5644545834273e-06,0.414207108604872,0.836,0.547,0.0900249301571219,"5","ATP6V0E1"
6.81548330486044e-06,0.395377417086821,0.459,0.251,0.0934675380428561,"5","AMICA1"
6.95616924719247e-06,0.298362219393488,0.516,0.272,0.0953969050559975,"5","NDUFB7"
7.95492442018661e-06,0.297859102580733,0.308,0.153,0.109093833498439,"5","CCDC115"
8.26366681477247e-06,0.670185511902391,0.321,0.16,0.11332792669779,"5","RAB2A"
8.61045686896615e-06,0.391440174642604,0.264,0.125,0.118083805501002,"5","PMAIP1"
8.70561983846916e-06,0.411904607780496,0.396,0.211,0.119388870464766,"5","NDUFA12"
8.83335501541865e-06,0.3637753409415,0.258,0.117,0.121140630681451,"5","SSBP4"
9.11261833183216e-06,0.286175365273605,0.314,0.154,0.124970447802746,"5","PHPT1"
9.28721559464371e-06,0.526923091636676,0.34,0.171,0.127364874664944,"5","MIEN1"
9.98342634459514e-06,0.345383774925943,0.73,0.514,0.136912708889778,"5","NDUFA4"
1.03876800103054e-05,0.259317057678068,0.358,0.18,0.142456643661328,"5","TMEM9B"
1.06181500470629e-05,0.456300846248074,0.34,0.174,0.14561730974542,"5","TWF2"
1.10091775834594e-05,0.445979466178556,0.308,0.151,0.150979861379562,"5","CDK2AP2"
1.12421094953386e-05,0.535226662433631,0.277,0.136,0.154174289619073,"5","SQRDL"
1.25549599430776e-05,0.299749050380464,0.308,0.152,0.172178720659366,"5","OTUB1"
1.3115372406944e-05,0.251403871805297,0.459,0.244,0.17986421718883,"5","BUD31"
1.31528038168687e-05,0.262703706826653,0.409,0.215,0.180377551544537,"5","PCMT1"
1.34016364802384e-05,0.445569831755945,0.396,0.21,0.18379004268999,"5","CHMP5"
1.394197711246e-05,0.340232181333623,0.597,0.359,0.191200274120277,"5","ATP5F1"
1.40704467489865e-05,0.439480462186935,0.591,0.397,0.1929621067156,"5","PTGES3"
1.46711986987064e-05,0.37453657747197,0.34,0.175,0.20120081895406,"5","GRB2"
1.48244178605341e-05,0.369516214411501,0.296,0.146,0.203302066539365,"5","LIMS1"
1.52461668872054e-05,0.386162890009293,0.73,0.463,0.209085932691135,"5","SAP18"
1.59041263236922e-05,0.482006804865638,0.327,0.164,0.218109188403115,"5","CHMP3"
1.66472998104291e-05,0.69054183566209,0.434,0.243,0.228301069600225,"5","TCF25"
1.72446438987348e-05,0.259732853548294,0.491,0.278,0.236493046427249,"5","TMBIM4.1"
1.74657046350523e-05,0.800520708763521,0.321,0.159,0.239524673365107,"5","PSMC4"
1.75996113478906e-05,0.397643500032578,0.78,0.552,0.241361070024972,"5","ENO1"
1.81844342803135e-05,0.515849187794192,0.384,0.207,0.249381331720219,"5","PSMB2"
2.31786051450138e-05,0.353075930646346,0.296,0.145,0.31787139095872,"5","IKZF1"
2.38680326158095e-05,0.554108168370027,0.472,0.262,0.327326199293211,"5","AHNAK"
2.39528335892137e-05,0.267328893008728,0.447,0.246,0.328489159842477,"5","NDUFA2"
2.40937862196154e-05,0.280063852239489,0.434,0.238,0.330422184215805,"5","BSG"
2.40969486495381e-05,0.332056114393972,0.39,0.207,0.330465553779765,"5","C19orf10"
2.4460830793658e-05,0.429765284859301,0.396,0.213,0.335455833504226,"5","SSNA1"
2.47587406172129e-05,0.280257825436746,0.27,0.128,0.339541368824458,"5","OS9"
2.55028186430072e-05,0.434815992200577,0.264,0.126,0.349745654870201,"5","PABPC4"
2.56293430683589e-05,0.310959950378212,0.516,0.3,0.351480810839474,"5","RAB7A"
2.59394454708109e-05,0.535152144072398,0.283,0.146,0.3557335551867,"5","ARL4A"
2.767317829168e-05,0.523972315352006,0.333,0.177,0.379509967092099,"5","DECR1"
2.77686606780342e-05,0.425723774917189,0.264,0.127,0.380819412538561,"5","TUBB4B"
2.78702183714371e-05,0.480595467647253,0.327,0.167,0.382212174745888,"5","NUCB1"
3.08220858818138e-05,0.381082074985604,0.371,0.192,0.422694085783195,"5","SHFM1"
3.10309026488911e-05,0.686514975425508,0.371,0.198,0.425557798926892,"5","RBCK1"
3.26209170445323e-05,0.380798050767931,0.396,0.218,0.447363256348715,"5","MYEOV2"
3.32857172761559e-05,0.517708618992579,0.428,0.242,0.456480326725202,"5","ATP6AP2"
3.46267060163501e-05,0.289938083415308,0.27,0.132,0.474870646308226,"5","CCM2"
3.4797487406802e-05,0.470299441505859,0.302,0.157,0.477212742296883,"5","NDUFS3"
3.55704533289727e-05,0.596140845570006,0.252,0.124,0.487813196953532,"5","NAPA"
3.76109006516539e-05,0.354785256856241,0.346,0.184,0.515795891536781,"5","TMEM147"
5.20072097588422e-05,0.303299982549044,0.358,0.187,0.713226874632762,"5","STK17B"
5.33865924675463e-05,0.360596002696765,0.742,0.532,0.73214372909993,"5","GPX4"
5.75301587347797e-05,0.309266272458941,0.252,0.121,0.788968596888768,"5","MEA1"
5.99055015720168e-05,0.265868784929192,0.428,0.24,0.821544048558638,"5","RNF7"
6.47681156724117e-05,0.684622150849047,0.403,0.216,0.888229938331454,"5","RALY"
6.69473595774709e-05,0.431259705646066,0.384,0.216,0.918116089245436,"5","MRPL54"
7.70265214201939e-05,0.285844286026752,0.516,0.304,1,"5","ARPC4"
7.8951519612595e-05,0.767190688278987,0.403,0.223,1,"5","DCTN3"
8.5225921438543e-05,0.306967444228087,0.969,0.846,1,"5","UBC"
9.02922670979545e-05,0.303982579574486,0.283,0.146,1,"5","WBP2"
0.000104841364010204,0.38616074289592,0.465,0.282,1,"5","UQCRQ"
0.000109169308790391,0.259219695290222,0.333,0.187,1,"5","PFDN2"
0.000121294940786774,0.836257436186918,0.371,0.209,1,"5","SNX17"
0.000126830518423421,0.351054624307455,0.472,0.278,1,"5","ATP5I"
0.000138545419659798,0.293504178207522,0.302,0.159,1,"5","COMMD7"
0.000138961164892995,0.254822137472001,0.277,0.14,1,"5","AKR1A1"
0.000141164895237438,0.302881433945786,0.314,0.166,1,"5","PRKAR1A"
0.000142972051173119,0.45285248733725,0.277,0.147,1,"5","FDX1"
0.000155014556853419,0.644393954283082,0.252,0.126,1,"5","LCP2"
0.000155133380137653,0.318768862327341,0.421,0.241,1,"5","MAP1LC3B"
0.000157621760361082,0.407433974663994,0.34,0.19,1,"5","DSTN"
0.000179705728025738,0.527700761483192,0.459,0.266,1,"5","ATRAID"
0.000192823629024826,0.451799410257612,0.371,0.214,1,"5","C19orf70"
0.000193390153283214,0.509426943127159,0.327,0.18,1,"5","GRK6"
0.000219457964503119,0.260938437009593,0.66,0.443,1,"5","PTPRC"
0.000220007942715792,0.449902932467139,0.308,0.171,1,"5","NDUFB1"
0.000238542476738629,0.428902548009241,0.34,0.187,1,"5","GIMAP2"
0.00026290444783888,0.297720221682555,0.503,0.303,1,"5","FKBP8"
0.000267845827564919,0.413289930625847,0.283,0.154,1,"5","BLOC1S2"
0.000272825077169158,0.367711652406687,0.252,0.129,1,"5","RNF114"
0.00027877021368954,0.44919306393545,0.717,0.479,1,"5","LDHA"
0.000279220823847562,0.387193804391074,0.289,0.159,1,"5","NDUFA6"
0.000299173100317793,0.328042768396878,0.302,0.165,1,"5","RHOF"
0.000300479619280884,0.455844679723948,0.352,0.206,1,"5","SNRPD1"
0.00033005971394107,0.486597175475487,0.283,0.156,1,"5","TAF9"
0.000341053506301023,0.424067304711415,0.252,0.134,1,"5","HM13"
0.00035469354631472,0.320951201525805,0.358,0.207,1,"5","BAZ1A"
0.000358615892327009,0.407679548693778,0.899,0.689,1,"5","MYL12B"
0.000378642253382115,0.308322124043112,0.302,0.167,1,"5","DAP3"
0.000383026436512644,0.270828252649283,0.327,0.177,1,"5","PPP1R7"
